Nonhuman_gene_name,Human_gene_name,Organism
Arl5c,ARL5C,Mouse
Astn2,ASTN2,Mouse
Arhgap18,ARHGAP18,Mouse
Asb9,ASB9,Mouse
Arl6ip5,ARL6IP5,Mouse
Arhgap1,ARHGAP1,Mouse
Apba1,APBA1,Mouse
Asb11,ASB11,Mouse
Apbb2,APBB2,Mouse
Arih2,ARIH2,Mouse
Arid4a,ARID4A,Mouse
Ano9,ANO9,Mouse
Arhgap15,ARHGAP15,Mouse
Asl,ASL,Mouse
Anpep,ANPEP,Mouse
Atad2b,ATAD2B,Mouse
Anks6,ANKS6,Mouse
Arap2,ARAP2,Mouse
Asap1,ASAP1,Mouse
Arfgef1,ARFGEF1,Mouse
Ap5b1,AP5B1,Mouse
Asxl1,ASXL1,Mouse
Ascc3,ASCC3,Mouse
Asns,ASNS,Mouse
Ano6,ANO6,Mouse
Ankrd49,ANKRD49,Mouse
Arpc3,ARPC3,Mouse
Arhgap21,ARHGAP21,Mouse
Arid1b,ARID1B,Mouse
Ankrd34c,ANKRD34C,Mouse
Arid3b,ARID3B,Mouse
Apba2,APBA2,Mouse
Arl13a,ARL13A,Mouse
Arid2,ARID2,Mouse
Ap1m2,AP1M2,Mouse
Ap3s2,AP3S2,Mouse
Ap3b1,AP3B1,Mouse
Arpin,ARPIN,Mouse
Arfgap2,ARFGAP2,Mouse
Areg,AREG,Mouse
Arhgap32,ARHGAP32,Mouse
Arhgef16,ARHGEF16,Mouse
Apip,APIP,Mouse
Aspm,ASPM,Mouse
Atad5,ATAD5,Mouse
Ap1s2,AP1S2,Mouse
Arnt,ARNT,Mouse
Arhgdib,ARHGDIB,Mouse
Arhgap31,ARHGAP31,Mouse
Arl10,ARL10,Mouse
Arntl2,ARNTL2,Mouse
Ankrd17,ANKRD17,Mouse
Asb2,ASB2,Mouse
Arc,ARC,Mouse
Ankrd37,ANKRD37,Mouse
Asprv1,ASPRV1,Mouse
Asic5,ASIC5,Mouse
Armcx4,ARMCX4,Mouse
Arhgef9,ARHGEF9,Mouse
Ankrd40,ANKRD40,Mouse
Armcx1,ARMCX1,Mouse
Arsb,ARSB,Mouse
Armcx6,ARMCX6,Mouse
Armcx3,ARMCX3,Mouse
Anxa9,ANXA9,Mouse
Anp32e,ANP32E,Mouse
Asxl3,ASXL3,Mouse
Arsg,ARSG,Mouse
Armcx2,ARMCX2,Mouse
Asap3,ASAP3,Mouse
Arhgap9,ARHGAP9,Mouse
Arl2bp,ARL2BP,Mouse
Arhgap29,ARHGAP29,Mouse
Ankrd33,ANKRD33,Mouse
Apln,APLN,Mouse
Arhgef5,ARHGEF5,Mouse
Aph1a,APH1A,Mouse
Arl6ip6,ARL6IP6,Mouse
Ankrd42,ANKRD42,Mouse
Arhgef15,ARHGEF15,Mouse
Arhgef10,ARHGEF10,Mouse
Ate1,ATE1,Mouse
Atcay,ATCAY,Mouse
Arrdc1,ARRDC1,Mouse
Arl11,ARL11,Mouse
Aplp2,APLP2,Mouse
Arhgap4,ARHGAP4,Mouse
Aspa,ASPA,Mouse
Asb12,ASB12,Mouse
Apopt1,APOPT1,Mouse
Arpc1b,ARPC1B,Mouse
Asb4,ASB4,Mouse
Apbb1ip,APBB1IP,Mouse
Arpc1a,ARPC1A,Mouse
Aprt,APRT,Mouse
Arhgap33,ARHGAP33,Mouse
Ascl5,ASCL5,Mouse
Asic2,ASIC2,Mouse
Armcx5,ARMCX5,Mouse
Ankrd63,ANKRD63,Mouse
Asf1a,ASF1A,Mouse
Asphd2,ASPHD2,Mouse
Armc2,ARMC2,Mouse
Ap3d1,AP3D1,Mouse
Arid3a,ARID3A,Mouse
Asxl2,ASXL2,Mouse
Arap1,ARAP1,Mouse
Ankrd54,ANKRD54,Mouse
Arfgap3,ARFGAP3,Mouse
Ap1s1,AP1S1,Mouse
Ankrd52,ANKRD52,Mouse
Ap1ar,AP1AR,Mouse
Arhgef12,ARHGEF12,Mouse
Arhgef25,ARHGEF25,Mouse
Arf6,ARF6,Mouse
Aqp1,AQP1,Mouse
Aplp1,APLP1,Mouse
Asmt,ASMT,Mouse
Aqp5,AQP5,Mouse
Aqp2,AQP2,Mouse
Aqp6,AQP6,Mouse
Api5,API5,Mouse
Apoc4,APOC4-APOC2,Mouse
Apoc4,APOC4,Mouse
Gm44805,APOC2,Mouse
Apoc2,APOC2,Mouse
Gm43064,AP4B1,Mouse
Ap4b1,AP4B1,Mouse
Apex1,APEX1,Mouse
Anxa2,ANXA2,Mouse
Asgr2,ASGR2,Mouse
Arnt2,ARNT2,Mouse
Apbb1,APBB1,Mouse
Asb5,ASB5,Mouse
Arhgef26,ARHGEF26,Mouse
Atad1,ATAD1,Mouse
Apmap,APMAP,Mouse
Arid3c,ARID3C,Mouse
Ascl2,ASCL2,Mouse
Ap3s1,AP3S1,Mouse
Ash2l,ASH2L,Mouse
Arrdc4,ARRDC4,Mouse
Anxa1,ANXA1,Mouse
Armc12,ARMC12,Mouse
Asgr1,ASGR1,Mouse
Asb13,ASB13,Mouse
Ass1,ASS1,Mouse
Asic1,ASIC1,Mouse
Ankub1,ANKUB1,Mouse
Ascc1,ASCC1,Mouse
Apobec1,APOBEC1,Mouse
Arl14epl,ARL14EPL,Mouse
Arsj,ARSJ,Mouse
Anxa10,ANXA10,Mouse
Arl13b,ARL13B,Mouse
Art3,ART3,Mouse
Apex2,APEX2,Mouse
Arhgap39,ARHGAP39,Mouse
Ankrd34b,ANKRD34B,Mouse
Arhgap10,ARHGAP10,Mouse
Apobec2,APOBEC2,Mouse
Ap2a2,AP2A2,Mouse
Ankrd22,ANKRD22,Mouse
Ar,AR,Mouse
Anks3,ANKS3,Mouse
Arpp21,ARPP21,Mouse
Arhgap12,ARHGAP12,Mouse
Arfip2,ARFIP2,Mouse
Ankrd65,ANKRD65,Mouse
Arf5,ARF5,Mouse
Arhgef17,ARHGEF17,Mouse
Ano5,ANO5,Mouse
Ankrd24,ANKRD24,Mouse
1600015I10Rik,AOC1,Mouse
Doxl2,AOC1,Mouse
Svs1,AOC1,Mouse
Aoc1,AOC1,Mouse
Arhgap36,ARHGAP36,Mouse
Ap1m1,AP1M1,Mouse
Ankrd28,ANKRD28,Mouse
Arhgef6,ARHGEF6,Mouse
Asz1,ASZ1,Mouse
Atad3a,ATAD3A,Mouse
Anxa11,ANXA11,Mouse
Arl15,ARL15,Mouse
Apold1,APOLD1,Mouse
Arl8a,ARL8A,Mouse
Aspg,ASPG,Mouse
Asap2,ASAP2,Mouse
Apof,APOF,Mouse
Arl6,ARL6,Mouse
Arhgap20,ARHGAP20,Mouse
Ap1g1,AP1G1,Mouse
Arr3,ARR3,Mouse
Ap3b2,AP3B2,Mouse
Arg1,ARG1,Mouse
Atf6,ATF6,Mouse
Atat1,ATAT1,Mouse
Aspn,ASPN,Mouse
Ascl1,ASCL1,Mouse
Arg2,ARG2,Mouse
Arhgef40,ARHGEF40,Mouse
Arl4a,ARL4A,Mouse
Astn1,ASTN1,Mouse
Ankrd53,ANKRD53,Mouse
Arhgef38,ARHGEF38,Mouse
Arid1a,ARID1A,Mouse
Ankrd60,ANKRD60,Mouse
Aplnr,APLNR,Mouse
Ano3,ANO3,Mouse
Arhgap8,ARHGAP8,Mouse
Ap3m1,AP3M1,Mouse
Asb3,ASB3,Mouse
Ap4s1,AP4S1,Mouse
Asic3,ASIC3,Mouse
Arhgap40,ARHGAP40,Mouse
Ankrd9,ANKRD9,Mouse
Arrdc3,ARRDC3,Mouse
Ano10,ANO10,Mouse
Arhgef33,ARHGEF33,Mouse
Arl5a,ARL5A,Mouse
Ano2,ANO2,Mouse
Arhgef3,ARHGEF3,Mouse
Astl,ASTL,Mouse
Arhgap19,ARHGAP19,Mouse
Armc5,ARMC5,Mouse
Ap3m2,AP3M2,Mouse
Arel1,AREL1,Mouse
Arpc2,ARPC2,Mouse
Arl4c,ARL4C,Mouse
Arf1,ARF1,Mouse
Asb8,ASB8,Mouse
Anln,ANLN,Mouse
Asb18,ASB18,Mouse
Anxa6,ANXA6,Mouse
Asb17,ASB17,Mouse
Arhgap27,ARHGAP27,Mouse
Arhgap28,ARHGAP28,Mouse
Ankrd46,ANKRD46,Mouse
Arsa,ARSA,Mouse
Appl1,APPL1,Mouse
Ap1b1,AP1B1,Mouse
Asb14,ASB14,Mouse
Aph1b,APH1B,Mouse
Aph1c,APH1B,Mouse
Armc1,ARMC1,Mouse
Arhgef7,ARHGEF7,Mouse
Gm30083,ANTXRL,Mouse
Antxrl,ANTXRL,Mouse
Ano8,ANO8,Mouse
Arhgef28,ARHGEF28,Mouse
Apobr,APOBR,Mouse
Apcdd1,APCDD1,Mouse
Arl2,ARL2,Mouse
Aoc2,AOC2,Mouse
Arl4d,ARL4D,Mouse
Aoc3,AOC3,Mouse
Ap2s1,AP2S1,Mouse
Apoo,APOO,Mouse
Arhgef19,ARHGEF19,Mouse
Arhgap35,ARHGAP35,Mouse
Arhgef10l,ARHGEF10L,Mouse
Asf1b,ASF1B,Mouse
Ap4e1,AP4E1,Mouse
Arih1,ARIH1,Mouse
Asb1,ASB1,Mouse
Arv1,ARV1,Mouse
Armc10,ARMC10,Mouse
Ankzf1,ANKZF1,Mouse
Arfgef3,ARFGEF3,Mouse
Arf3,ARF3,Mouse
Asb15,ASB15,Mouse
Aqp11,AQP11,Mouse
Aste1,ASTE1,Mouse
Arhgef2,ARHGEF2,Mouse
Anks1b,ANKS1B,Mouse
Aspscr1,ASPSCR1,Mouse
Apoe,APOE,Mouse
Apoc1,APOC1,Mouse
Apaf1,APAF1,Mouse
Ascl4,ASCL4,Mouse
Ankrd35,ANKRD35,Mouse
Arid5a,ARID5A,Mouse
Anxa3,ANXA3,Mouse
Ankrd44,ANKRD44,Mouse
Aspdh,ASPDH,Mouse
Appl2,APPL2,Mouse
Armc9,ARMC9,Mouse
Art4,ART4,Mouse
Arhgef4,ARHGEF4,Mouse
Apcs,APCS,Mouse
Ap4m1,AP4M1,Mouse
Ap2m1,AP2M1,Mouse
B3gnt4,B3GNT4,Mouse
B3galnt2,B3GALNT2,Mouse
Best3,BEST3,Mouse
Bglap2,BGLAP,Mouse
Bglap,BGLAP,Mouse
Bglap3,BGLAP,Mouse
B4galt3,B4GALT3,Mouse
Atp2b1,ATP2B1,Mouse
Brinp3,BRINP3,Mouse
Bcan,BCAN,Mouse
Gm45234,ATN1,Mouse
Atn1,ATN1,Mouse
Bmp3,BMP3,Mouse
Best1,BEST1,Mouse
Gm38100,BECN2,Mouse
Bok,BOK,Mouse
Atg4b,ATG4B,Mouse
Batf3,BATF3,Mouse
Atxn7l3b,ATXN7L3B,Mouse
Bmp10,BMP10,Mouse
Bag3,BAG3,Mouse
Bend4,BEND4,Mouse
Atp8a1,ATP8A1,Mouse
B3gat3,B3GAT3,Mouse
Blzf1,BLZF1,Mouse
Atp1a2,ATP1A2,Mouse
Axdnd1,AXDND1,Mouse
Bpifb2,BPIFB2,Mouse
Bpifb6,BPIFB6,Mouse
Atp4a,ATP4A,Mouse
Bcr,BCR,Mouse
Basp1,BASP1,Mouse
Atg5,ATG5,Mouse
Bnc1,BNC1,Mouse
Bpifb3,BPIFB3,Mouse
Bcl2,BCL2,Mouse
Bpifb4,BPIFB4,Mouse
Bpifa2,BPIFA2,Mouse
Bpifa3,BPIFA3,Mouse
Brd1,BRD1,Mouse
Barx1,BARX1,Mouse
Batf,BATF,Mouse
Atpaf1,ATPAF1,Mouse
Bbs4,BBS4,Mouse
Bloc1s2,BLOC1S2,Mouse
Bpifa1,BPIFA1,Mouse
Bpifa5,BPIFA1,Mouse
Atxn1,ATXN1,Mouse
Atm,ATM,Mouse
Bbs12,BBS12,Mouse
Avpi1,AVPI1,Mouse
Atp6v1c1,ATP6V1C1,Mouse
Bpifb1,BPIFB1,Mouse
Bhlhe40,BHLHE40,Mouse
Atpaf2,ATPAF2,Mouse
Bad,BAD,Mouse
Bcl6,BCL6,Mouse
Bnip3l,BNIP3L,Mouse
Borcs7,BORCS7,Mouse
Brd9,BRD9,Mouse
Baalc,BAALC,Mouse
Atp11a,ATP11A,Mouse
Atp7b,ATP7B,Mouse
Baz1b,BAZ1B,Mouse
Birc5,BIRC5,Mouse
Atp9b,ATP9B,Mouse
B3galt5,B3GALT5,Mouse
Bcl7b,BCL7B,Mouse
Bag6,BAG6,Mouse
B4galt1,B4GALT1,Mouse
Atp6v1a,ATP6V1A,Mouse
B4galnt3,B4GALNT3,Mouse
Bag1,BAG1,Mouse
Bend3,BEND3,Mouse
Bcor,BCOR,Mouse
Bcl2l1,BCL2L1,Mouse
Atp6v1b2,ATP6V1B2,Mouse
Bcas3,BCAS3,Mouse
Atp8b3,ATP8B3,Mouse
Blmh,BLMH,Mouse
Bola2,BOLA2,Mouse
Bicral,BICRAL,Mouse
Atp13a2,ATP13A2,Mouse
Bmp7,BMP7,Mouse
Bend6,BEND6,Mouse
Best2,BEST2,Mouse
Bloc1s6,BLOC1S6,Mouse
Bco2,BCO2,Mouse
Birc6,BIRC6,Mouse
Atp6v1c2,ATP6V1C2,Mouse
Atxn7,ATXN7,Mouse
Atp2a3,ATP2A3,Mouse
Bhlhe23,BHLHE23,Mouse
Atp11b,ATP11B,Mouse
B3glct,B3GLCT,Mouse
Atrnl1,ATRNL1,Mouse
Atp6v1g1,ATP6V1G1,Mouse
Bmpr1a,BMPR1A,Mouse
Bace2,BACE2,Mouse
Atg7,ATG7,Mouse
Blm,BLM,Mouse
Becn1,BECN1,Mouse
Bcl2l2,BCL2L2,Mouse
Azi2,AZI2,Mouse
B3gnt3,B3GNT3,Mouse
Birc7,BIRC7,Mouse
Atp8b1,ATP8B1,Mouse
Bcl2l13,BCL2L13,Mouse
Bag2,BAG2,Mouse
B2m,B2M,Mouse
Atp1a3,ATP1A3,Mouse
Baz1a,BAZ1A,Mouse
Atrip,ATRIP,Mouse
Bcl11a,BCL11A,Mouse
Atp6v1g2,ATP6V1G2,Mouse
Bach2,BACH2,Mouse
Atp6ap2,ATP6AP2,Mouse
Aven,AVEN,Mouse
Bhlhe22,BHLHE22,Mouse
Bid,BID,Mouse
Atp6v0d2,ATP6V0D2,Mouse
Bpifc,BPIFC,Mouse
Blcap,BLCAP,Mouse
Brd8,BRD8,Mouse
Baiap3,BAIAP3,Mouse
Babam1,BABAM1,Mouse
Atoh7,ATOH7,Mouse
B3gat2,B3GAT2,Mouse
Bmp5,BMP5,Mouse
Brca1,BRCA1,Mouse
Bfsp2,BFSP2,Mouse
Brip1,BRIP1,Mouse
Bcat2,BCAT2,Mouse
Atp1b3,ATP1B3,Mouse
Bdh2,BDH2,Mouse
Bicc1,BICC1,Mouse
Borcs8,BORCS8,Mouse
Avp,AVP,Mouse
Bace1,BACE1,Mouse
Axin1,AXIN1,Mouse
B4galnt4,B4GALNT4,Mouse
Atp6v0b,ATP6V0B,Mouse
Blvra,BLVRA,Mouse
Birc3,BIRC3,Mouse
Axin2,AXIN2,Mouse
Birc2,BIRC2,Mouse
Atxn7l3,ATXN7L3,Mouse
Atg2a,ATG2A,Mouse
B4galt6,B4GALT6,Mouse
Bcl2l10,BCL2L10,Mouse
Brca2,BRCA2,Mouse
B3gnt5,B3GNT5,Mouse
B3galnt1,B3GALNT1,Mouse
Atg4c,ATG4C,Mouse
Bhlha9,BHLHA9,Mouse
Bbs7,BBS7,Mouse
Atox1,ATOX1,Mouse
Bbof1,BBOF1,Mouse
Bmp6,BMP6,Mouse
Bloc1s5,BLOC1S5,Mouse
B4galt2,B4GALT2,Mouse
Atg4d,ATG4D,Mouse
Bap1,BAP1,Mouse
Brd2,BRD2,Mouse
Bcl7c,BCL7C,Mouse
Bpgm,BPGM,Mouse
Bhlhe41,BHLHE41,Mouse
Bptf,BPTF,Mouse
Brinp1,BRINP1,Mouse
Atr,ATR,Mouse
Atmin,ATMIN,Mouse
Atp13a3,ATP13A3,Mouse
Bmx,BMX,Mouse
Atp2a2,ATP2A2,Mouse
Bambi,BAMBI,Mouse
B3galt2,B3GALT2,Mouse
Atp1a1,ATP1A1,Mouse
Bax,BAX,Mouse
B4galt4,B4GALT4,Mouse
Bola1,BOLA1,Mouse
Bhlha15,BHLHA15,Mouse
Atp6ap1,ATP6AP1,Mouse
Bcap31,BCAP31,Mouse
Banf1,BANF1,Mouse
Bloc1s1,BLOC1S1,Mouse
Bbs2,BBS2,Mouse
Atp4b,ATP4B,Mouse
Barhl2,BARHL2,Mouse
Bmp2,BMP2,Mouse
Borcs6,BORCS6,Mouse
Aurkb,AURKB,Mouse
Bri3,BRI3,Mouse
Baiap2l1,BAIAP2L1,Mouse
Blvrb,BLVRB,Mouse
Bin2,BIN2,Mouse
Barx2,BARX2,Mouse
Axl,AXL,Mouse
Bcar3,BCAR3,Mouse
Bcl11b,BCL11B,Mouse
Atp6v0d1,ATP6V0D1,Mouse
Banp,BANP,Mouse
Atp6v0a1,ATP6V0A1,Mouse
Atxn2l,ATXN2L,Mouse
B4galt5,B4GALT5,Mouse
Bcar1,BCAR1,Mouse
Bmf,BMF,Mouse
Begain,BEGAIN,Mouse
Bco1,BCO1,Mouse
B4galt7,B4GALT7,Mouse
Atp6v1g3,ATP6V1G3,Mouse
Auh,AUH,Mouse
Brdt,BRDT,Mouse
Atxn2,ATXN2,Mouse
Barhl1,BARHL1,Mouse
Bhmt,BHMT,Mouse
Gm5096,BHMT,Mouse
Bhmt2,BHMT2,Mouse
Bop1,BOP1,Mouse
B9d2,B9D2,Mouse
B3gnt8,B3GNT8,Mouse
Bckdha,BCKDHA,Mouse
Bak1,BAK1,Mouse
Brap,BRAP,Mouse
Bckdk,BCKDK,Mouse
Bnc2,BNC2,Mouse
Bnipl,BNIPL,Mouse
Atxn7l1,ATXN7L1,Mouse
Baz2b,BAZ2B,Mouse
Bard1,BARD1,Mouse
Atp8b4,ATP8B4,Mouse
Bcl2l11,BCL2L11,Mouse
Atp12a,ATP12A,Mouse
Bmp4,BMP4,Mouse
Avpr2,AVPR2,Mouse
Bag5,BAG5,Mouse
Bean1,BEAN1,Mouse
Atp10b,ATP10B,Mouse
Atp6v1e2,ATP6V1E2,Mouse
Atp13a1,ATP13A1,Mouse
Brf2,BRF2,Mouse
Bcl6b,BCL6B,Mouse
Bcl10,BCL10,Mouse
B3gat1,B3GAT1,Mouse
Atg101,ATG101,Mouse
Bgn,BGN,Mouse
Atg10,ATG10,Mouse
Bcorl1,BCORL1,Mouse
Gm45785,BET1L,Mouse
Bet1l,BET1L,Mouse
Bicd1,BICD1,Mouse
Bhlhb9,BHLHB9,Mouse
Atic,ATIC,Mouse
Bcdin3d,BCDIN3D,Mouse
Bora,BORA,Mouse
Baiap2,BAIAP2,Mouse
Atl1,ATL1,Mouse
B9d1,B9D1,Mouse
Atp6v0a4,ATP6V0A4,Mouse
Bfar,BFAR,Mouse
Atp2b3,ATP2B3,Mouse
Atxn7l2,ATXN7L2,Mouse
Bex1,BEX1,Mouse
Bex2,BEX1,Mouse
Gm5136,BRCC3,Mouse
Brcc3,BRCC3,Mouse
Bloc1s4,BLOC1S4,Mouse
B4galnt1,B4GALNT1,Mouse
Bex6,BEX4,Mouse
Bex4,BEX4,Mouse
Brd4,BRD4,Mouse
Atp6ap1l,ATP6AP1L,Mouse
Azin2,AZIN2,Mouse
Bnip2,BNIP2,Mouse
Atl2,ATL2,Mouse
Atp6v1h,ATP6V1H,Mouse
Atg16l2,ATG16L2,Mouse
Bcl2l15,BCL2L15,Mouse
Brd3,BRD3,Mouse
Auts2,AUTS2,Mouse
Bnip3,BNIP3,Mouse
Bcap29,BCAP29,Mouse
B3galt4,B3GALT4,Mouse
Blnk,BLNK,Mouse
Atg12,ATG12,Mouse
Aurkaip1,AURKAIP1,Mouse
Bag4,BAG4,Mouse
Bbs9,BBS9,Mouse
Bmp15,BMP15,Mouse
Atxn10,ATXN10,Mouse
Atraid,ATRAID,Mouse
Bola3,BOLA3,Mouse
Brf1,BRF1,Mouse
Bpi,BPI,Mouse
Bms1,BMS1,Mouse
Atp6v1d,ATP6V1D,Mouse
Atp2a1,ATP2A1,Mouse
Bfsp1,BFSP1,Mouse
Bmp1,BMP1,Mouse
Brd7,BRD7,Mouse
Atoh1,ATOH1,Mouse
AC124502.3,B4GAT1,Mouse
B4gat1,B4GAT1,Mouse
B3gnt2,B3GNT2,Mouse
Bbx,BBX,Mouse
Bmper,BMPER,Mouse
Bik,BIK,Mouse
Bcat1,BCAT1,Mouse
Atp6v0e2,ATP6V0E2,Mouse
Atp2c2,ATP2C2,Mouse
Bloc1s3,BLOC1S3,Mouse
Avil,AVIL,Mouse
Bex1,BEX2,Mouse
Bex2,BEX2,Mouse
Atp8b2,ATP8B2,Mouse
Bmi1,BMI1,Mouse
Bcas2,BCAS2,Mouse
Bcl2l14,BCL2L14,Mouse
Bbs1,BBS1,Mouse
Atg3,ATG3,Mouse
Atl3,ATL3,Mouse
Baat,BAAT,Mouse
Bcl9l,BCL9L,Mouse
Bahd1,BAHD1,Mouse
Bnip1,BNIP1,Mouse
B3galt6,B3GALT6,Mouse
Ercc5,BIVM,Mouse
Bivm,BIVM,Mouse
Borcs5,BORCS5,Mouse
Awat2,AWAT2,Mouse
Atoh8,ATOH8,Mouse
B3gntl1,B3GNTL1,Mouse
Bin3,BIN3,Mouse
Awat1,AWAT1,Mouse
Atp1b4,ATP1B4,Mouse
Bcl9,BCL9,Mouse
Baiap2l2,BAIAP2L2,Mouse
B3gnt6,B3GNT6,Mouse
Bank1,BANK1,Mouse
Bin1,BIN1,Mouse
Braf,BRAF,Mouse
Bcl2l12,BCL2L12,Mouse
Bdp1,BDP1,Mouse
Bend5,BEND5,Mouse
Atf7,ATF7,Mouse
Gm28047,ATF7,Mouse
Bckdhb,BCKDHB,Mouse
Bod1,BOD1,Mouse
Atp10d,ATP10D,Mouse
Blk,BLK,Mouse
Atp6v0a2,ATP6V0A2,Mouse
Atg9b,ATG9B,Mouse
Atp1b2,ATP1B2,Mouse
Atxn1l,ATXN1L,Mouse
Bahcc1,BAHCC1,Mouse
Bclaf1,BCLAF1,Mouse
Bmpr1b,BMPR1B,Mouse
Bccip,BCCIP,Mouse
Atp6v1b1,ATP6V1B1,Mouse
Atg14,ATG14,Mouse
Brinp2,BRINP2,Mouse
B4galnt2,B4GALNT2,Mouse
Bcs1l,BCS1L,Mouse
Atp9a,ATP9A,Mouse
Bdkrb2,BDKRB2,Mouse
Bdkrb1,BDKRB1,Mouse
Bbs5,BBS5,Mouse
Banf2,BANF2,Mouse
Atg2b,ATG2B,Mouse
Atf7ip,ATF7IP,Mouse
Baz2a,BAZ2A,Mouse
Atxn3,ATXN3,Mouse
Azgp1,AZGP1,Mouse
Avl9,AVL9,Mouse
Bicd2,BICD2,Mouse
Atp11c,ATP11C,Mouse
Bbox1,BBOX1,Mouse
Bpnt1,BPNT1,Mouse
Boc,BOC,Mouse
Bri3bp,BRI3BP,Mouse
Avpr1a,AVPR1A,Mouse
Atp8a2,ATP8A2,Mouse
Atp2b2,ATP2B2,Mouse
Bach1,BACH1,Mouse
Atp10a,ATP10A,Mouse
Bphl,BPHL,Mouse
Atp13a4,ATP13A4,Mouse
Atp13a5,ATP13A5,Mouse
Batf2,BATF2,Mouse
Bicdl2,BICDL2,Mouse
Brat1,BRAT1,Mouse
Aurka,AURKA,Mouse
Bche,BCHE,Mouse
Atrn,ATRN,Mouse
Azin1,AZIN1,Mouse
Aurkc,AURKC,Mouse
Atf7ip2,ATF7IP2,Mouse
Bdh1,BDH1,Mouse
Boll,BOLL,Mouse
Bmp2k,BMP2K,Mouse
Atp6v0c,ATP6V0C,Mouse
Bcl7a,BCL7A,Mouse
Atg16l1,ATG16L1,Mouse
Atp2c1,ATP2C1,Mouse
Atp7a,ATP7A,Mouse
B3galt1,B3GALT1,Mouse
Atp1b1,ATP1B1,Mouse
Bcam,BCAM,Mouse
Atp1a4,ATP1A4,Mouse
Bicdl1,BICDL1,Mouse
Bcas1,BCAS1,Mouse
Bcl3,BCL3,Mouse
Atp2b4,ATP2B4,Mouse
B3gnt7,B3GNT7,Mouse
Atp6v1f,ATP6V1F,Mouse
B3gnt9,B3GNT9,Mouse
Bbs10,BBS10,Mouse
Avpr1b,AVPR1B,Mouse
Aup1,AUP1,Mouse
Bmpr2,BMPR2,Mouse
Aunip,AUNIP,Mouse
Atg13,ATG13,Mouse
Atrx,ATRX,Mouse
Atg4a,ATG4A,Mouse
Atg4a-ps,ATG4A,Mouse
Atg9a,ATG9A,Mouse
Bricd5,BRICD5,Mouse
Bdnf,BDNF,Mouse
Brwd3,BRWD3,Mouse
Bzw1,BZW1,Mouse
Bsnd,BSND,Mouse
C1d,C1D,Mouse
Btg1-ps2,BTG1,Mouse
Btg1-ps1,BTG1,Mouse
Btg1,BTG1,Mouse
C8a,C8A,Mouse
C8b,C8B,Mouse
Btbd7,BTBD7,Mouse
C1rl,C1RL,Mouse
Btg2,BTG2,Mouse
Brsk2,BRSK2,Mouse
Bsg,BSG,Mouse
Btaf1,BTAF1,Mouse
C1qtnf3,C1QTNF3,Mouse
C1ql3,C1QL3,Mouse
C3,C3,Mouse
Bst2,BST2,Mouse
Brpf1,BRPF1,Mouse
C4b,C4B,Mouse
C5ar1,C5AR1,Mouse
C5ar2,C5AR2,Mouse
Brk1,BRK1,Mouse
Brsk1,BRSK1,Mouse
Btbd18,BTBD18,Mouse
Btbd10,BTBD10,Mouse
Btbd19,BTBD19,Mouse
Bsdc1,BSDC1,Mouse
Btnl2,BTNL2,Mouse
Brix1,BRIX1,Mouse
C1qbp,C1QBP,Mouse
Brwd1,BRWD1,Mouse
C9,C9,Mouse
Gm20075,BTF3L4,Mouse
Btf3l4,BTF3L4,Mouse
Bsph1,BSPH1,Mouse
Btg3,BTG3,Mouse
C2cd2,C2CD2,Mouse
Bub3,BUB3,Mouse
C8g,C8G,Mouse
C1qa,C1QA,Mouse
C1qtnf4,C1QTNF4,Mouse
C1qc,C1QC,Mouse
C1qb,C1QB,Mouse
Btbd9,BTBD9,Mouse
Bspry,BSPRY,Mouse
C7,C7,Mouse
C1ql2,C1QL2,Mouse
Bzw2,BZW2,Mouse
Btk,BTK,Mouse
Btc,BTC,Mouse
C1ql4,C1QL4,Mouse
C1qtnf9,C1QTNF9,Mouse
C2cd4d,C2CD4D,Mouse
Btbd2,BTBD2,Mouse
Btrc,BTRC,Mouse
C1qtnf2,C1QTNF2,Mouse
Brms1l,BRMS1L,Mouse
Bub1b,BUB1B,Mouse
C6,C6,Mouse
Bub1,BUB1,Mouse
C1qtnf7,C1QTNF7,Mouse
C2cd5,C2CD5,Mouse
Btn2a2,BTN2A2,Mouse
Gm42669,BTBD8,Mouse
Btbd8,BTBD8,Mouse
C2,C2,Mouse
Bud31,BUD31,Mouse
C2cd3,C2CD3,Mouse
Btbd3,BTBD3,Mouse
C2cd2l,C2CD2L,Mouse
C1galt1,C1GALT1,Mouse
C1qtnf1,C1QTNF1,Mouse
C1qtnf6,C1QTNF6,Mouse
Btbd17,BTBD17,Mouse
Btbd16,BTBD16,Mouse
Bst1,BST1,Mouse
C1ql1,C1QL1,Mouse
Brms1,BRMS1,Mouse
Btbd6,BTBD6,Mouse
Btn1a1,BTN1A1,Mouse
Btd,BTD,Mouse
Btla,BTLA,Mouse
Brs3,BRS3,Mouse
C1galt1c1,C1GALT1C1,Mouse
Bscl2,BSCL2,Mouse
Bsx,BSX,Mouse
Btg4,BTG4,Mouse
C3ar1,C3AR1,Mouse
Brpf3,BRPF3,Mouse
Bves,BVES,Mouse
Btbd1,BTBD1,Mouse
Bud13,BUD13,Mouse
C4b,C4A,Mouse
Bsn,BSN,Mouse
C2cd4c,C2CD4C,Mouse
Bysl,BYSL,Mouse
Btbd11,BTBD11,Mouse
Btnl9,BTNL9,Mouse
